"brand","model","color","price","km","year","transmission","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate","id","eng_power_kw","eng_power_hp","age"
"Kia","XCeed","White",31499,2250,2022,"Automatic",1580,"Other fuel type",1.4,"4x2","Spain","https://carvago.com/car/51680659/kia-xceed-104-kw","01/09/2022","51680659",104,141,0
"BMW","420","White",40599,20670,2020,"Automatic",1998,"Petrol",6,"4x4","Poland","https://carvago.com/car/49764902/bmw-420-i-coupe-xdrive-135-kw","01/09/2022","49764902",135,184,2
"MG","ZS","Silver",30999,3187,2022,"Automatic",2497,"Electric",NA,NA,"Germany","https://carvago.com/car/50714527/mg-zs-130-kw","01/09/2022","50714527",130,177,0
"Seat","Leon","Black",17899,58200,2016,"Automatic",1984,"Petrol",7,"4x2","Germany","https://carvago.com/car/51524093/seat-leon-sc-2-0-tsi-280-206-kw","01/09/2022","51524093",206,280,6
"Renault","Master","White",14899,161033,2017,"Manual",2298,"Diesel",7,"4x2","Netherlands","https://carvago.com/car/51547019/renault-master-125-kw","01/09/2022","51547019",125,170,5
"Citroen","C3 Aircross","Grey",14599,10583,2019,"Manual",1199,"Petrol",5,"4x2","Poland","https://carvago.com/car/51656519/citroen-c3-aircross-110-stop-start-opf-81-kw","01/09/2022","51656519",81,110,3
"Cupra","Ateca","Red",32449,18400,2020,"Automatic",1984,"Petrol",7,"4x4","Italy","https://carvago.com/car/51664790/cupra-ateca-2-0-tsi-dsg-4drive-221-kw","01/09/2022","51664790",221,300,2
"BMW","116","White",4799,155000,2009,"Manual",1995,"Petrol",6.1,"4x2","Germany","https://carvago.com/car/50026731/bmw-116-i-90-kw","01/09/2022","50026731",90,122,13
"BMW","120","White",23899,41700,2019,"Automatic",1995,"Diesel",5,"4x4","Sweden","https://carvago.com/car/51463662/bmw-120-140-kw","01/09/2022","51463662",140,190,3
"Audi","A1","Red",22049,13950,2021,"Manual",999,"Petrol",5,"4x2","Sweden","https://carvago.com/car/50303318/audi-a1-30-tfsi-82-kw","01/09/2022","50303318",82,111,1
"Peugeot","Expert","White",13299,167907,2018,"Manual",1560,"Diesel",5.5,"4x2","Germany","https://carvago.com/car/50624036/peugeot-expert-pro-70-kw","01/09/2022","50624036",70,95,4
"MG","ZS","Blue",30999,3120,2022,"Automatic",2497,"Electric",NA,NA,"Germany","https://carvago.com/car/50707799/mg-zs-130-kw","01/09/2022","50707799",130,177,0
"Ford","Puma","Grey",10649,4120,2022,"Automatic",999,"Petrol",5,"4x2","Poland","https://carvago.com/car/51694468/ford-puma-1-0-92-kw","02/09/2022","51694468",92,125,0
"Skoda","Fabia","Blue",2899,112808,2009,"Manual",1198,"Petrol",5.9,"4x2","Germany","https://carvago.com/car/50023745/skoda-fabia-1-2-htp-44-kw","02/09/2022","50023745",44,60,13
"BMW","120","Black",39249,0,2022,"Automatic",1998,"Petrol",5.5,"4x2","Germany","https://carvago.com/car/51540774/bmw-120-141-kw","02/09/2022","51540774",141,192,0
"Jaguar","XF","Red",37349,32201,2019,"Automatic",2993,"Diesel",6,"4x2","Germany","https://carvago.com/car/51534254/jaguar-xf-30d-portfolio-221-kw","02/09/2022","51534254",221,300,3
"Subaru","XV","Black interior",9399,175000,2014,"Manual",1998,"Diesel",5.6,"4x4","Germany","https://carvago.com/car/51491553/subaru-xv-108-kw","02/09/2022","51491553",108,147,8
"Mercedes-Benz","E 350","Black",52699,86000,2020,"Automatic",2925,"Diesel",5,"4x2","Germany","https://carvago.com/car/50333901/mercedes-benz-e-350-d-t-210-kw","02/09/2022","50333901",210,286,2
"Audi","Q3","Red",53249,18850,2021,"Automatic",1968,"Diesel",5.2,"4x4","Germany","https://carvago.com/car/49799357/audi-q3-147-kw","02/09/2022","49799357",147,200,1
"Fiat","Talento","White",23449,20000,2021,"Manual",1997,"Other fuel type",NA,NA,"Italy","https://carvago.com/car/51650766/fiat-talento-88-kw","02/09/2022","51650766",88,120,1
"Audi","A3","White",29949,16837,2020,"Automatic",1395,"Hybrid",2,"4x2","Germany","https://carvago.com/car/50630736/audi-a3-150-kw","02/09/2022","50630736",150,204,2
"BMW","420","Black",28749,28818,2018,"Automatic",1998,"Petrol",6,"4x2","Germany","https://carvago.com/car/48755451/bmw-420-135-kw","02/09/2022","48755451",135,184,4
"Audi","Q2","Black",31399,5000,2022,"Automatic",1498,"Petrol",6,"4x2","Poland","https://carvago.com/car/51607681/audi-q2-35-tfsi-s-110-kw","02/09/2022","51607681",110,150,0
"Dodge","RAM","White",38099,56481,2019,"Automatic",5654,"LPG",NA,NA,"Poland","https://carvago.com/car/46410112/dodge-ram-287-kw","03/09/2022","46410112",287,390,3
"Chevrolet","Nubira","Blue",3399,142100,2009,"Manual",1796,"Petrol",7.4,"4x2","Germany","https://carvago.com/car/50261349/chevrolet-nubira-1-8-cdx-89-kw","03/09/2022","50261349",89,121,13
"Audi","Q3","White",20199,48900,2019,"Automatic",1968,"Diesel",5,"4x2","Italy","https://carvago.com/car/51697720/audi-q3-sportback-s-35-tdi-tronic-110-kw","03/09/2022","51697720",110,150,3
"Subaru","Legacy","Black",5899,154441,2011,"Manual",1998,"Diesel",5.9,"4x4","Germany","https://carvago.com/car/50307104/subaru-legacy-110-kw","03/09/2022","50307104",110,150,11
"Mercedes-Benz","C 300","Grey",44599,15000,2021,"Automatic",1950,"Diesel",5.3,"4x4","Germany","https://carvago.com/car/50894468/mercedes-benz-c-300-d-t-4matic-avantgarde-180-kw","03/09/2022","50894468",180,245,1
"Volkswagen","Golf","Black",8699,143000,2013,"Automatic",1197,"Petrol",5.9,"4x2","Germany","https://carvago.com/car/51247253/volkswagen-golf-variant-1-2-tsi-bluemotion-technology-dsg-77-kw","03/09/2022","51247253",77,105,9
"Toyota","Aygo X","Black",9399,44231,2014,"Manual",998,"Petrol",4.1,"4x2","Germany","https://carvago.com/car/51698619/toyota-aygo-x-51-kw","03/09/2022","51698619",51,69,8
"BMW","118","Blue",20699,65810,2019,"Manual",1995,"Diesel",4.4,"4x2","Germany","https://carvago.com/car/50932275/bmw-118-d-110-kw","03/09/2022","50932275",110,150,3
"Mercedes-Benz","C 300","Grey",38949,24000,2021,"Automatic",1950,"Diesel",5.3,"4x4","Germany","https://carvago.com/car/47633473/mercedes-benz-c-300-d-t-4matic-avantgarde-180-kw","03/09/2022","47633473",180,245,1
"Mercedes-Benz","GLC 400","White",61649,27945,2020,"Automatic",2925,"Diesel",6.4,"4x4","Germany","https://carvago.com/car/50215240/mercedes-benz-glc-400-d-4matic-243-kw","03/09/2022","50215240",243,330,2
"Audi","A4 Allroad","Black",46299,34100,2020,"Automatic",2967,"Diesel",6.1,"4x4","Germany","https://carvago.com/car/49758766/audi-a4-allroad-210-kw","03/09/2022","49758766",210,286,2
"Kia","Sportage",NA,10099,93000,2017,"Manual",1995,"Diesel",5.5,"4x2","Poland","https://carvago.com/car/51708838/kia-sportage-2-0-2wd-isg-100-kw","04/09/2022","51708838",100,136,5
"Skoda","Fabia","Grey",3599,116818,2009,"Manual",1198,"Petrol",5.9,"4x2","Germany","https://carvago.com/car/50282652/skoda-fabia-1-2-htp-44-kw","04/09/2022","50282652",44,60,13
"Peugeot","208","Black",11899,31543,2019,"Manual",1199,"Petrol",4.6,"4x2","France","https://carvago.com/car/51710270/peugeot-208-68-50-kw","04/09/2022","51710270",50,68,3
"Volkswagen","Caddy","Blue",23699,53952,2019,"Automatic",1968,"Diesel",5.5,"4x4","Netherlands","https://carvago.com/car/50997396/volkswagen-caddy-2-0-tdi-4motion-dsg-110-kw","04/09/2022","50997396",110,150,3
"Hyundai","i30","Black",6599,121000,2009,"Manual",1591,"Petrol",6.2,"4x2","Germany","https://carvago.com/car/51703739/hyundai-i30-cw-1-6-93-kw","04/09/2022","51703739",93,126,13
"Volkswagen","Caddy","Grey",10249,119000,2016,"Manual",1968,"Diesel",4.5,"4x2","Germany","https://carvago.com/car/51709324/volkswagen-caddy-2-0-tdi-maxi-75-kw","04/09/2022","51709324",75,102,6
"Porsche","Macan","Grey",61899,3680,2022,"Automatic",1984,"Petrol",8,"4x4","Poland","https://carvago.com/car/51709282/porsche-macan-195-kw","04/09/2022","51709282",195,265,0
"BMW","320","Black",40549,22350,2022,"Automatic",1995,"Diesel",5,"4x4","Germany","https://carvago.com/car/51635175/bmw-320-d-touring-xdrive-advantage-140-kw","04/09/2022","51635175",140,190,0
"Mercedes-Benz","C 300","Blue",40399,23000,2021,"Automatic",1950,"Diesel",5.3,"4x4","Germany","https://carvago.com/car/51618598/mercedes-benz-c-300-d-t-4matic-avantgarde-180-kw","04/09/2022","51618598",180,245,1
"Audi","Q5","Blue",61149,15,2022,"Automatic",2967,"Diesel",6.7,"4x4","Germany","https://carvago.com/car/44773993/audi-q5-50-tdi-quattro-210-kw","04/09/2022","44773993",210,286,0
"Skoda","Yeti","Blue",8349,135106,2010,"Manual",1968,"Diesel",6.1,"4x4","Germany","https://carvago.com/car/51562806/skoda-yeti-2-0-tdi-125-kw","04/09/2022","51562806",125,170,12
"Mitsubishi","ASX","White",10799,131100,2015,"Automatic",2268,"Diesel",5.8,"4x4","Germany","https://carvago.com/car/51710743/mitsubishi-asx-2-2-di-d-4wd-110-kw","04/09/2022","51710743",110,150,7
"Toyota","Aygo X","White",12599,16350,2019,"Manual",998,"Petrol",4.1,"4x2","Germany","https://carvago.com/car/51531123/toyota-aygo-x-53-kw","04/09/2022","51531123",53,72,3
"Cupra","Leon","Red",36299,9513,2020,"Automatic",1984,"Petrol",7.2,"4x4","Germany","https://carvago.com/car/50439726/cupra-leon-221-kw","04/09/2022","50439726",221,300,2
"BMW","420","White",32749,26500,2019,"Automatic",1998,"Petrol",6,"4x4","Poland","https://carvago.com/car/51709185/bmw-420-135-kw","04/09/2022","51709185",135,184,3
"Mercedes-Benz","C 300","Black",44649,13000,2021,"Automatic",1950,"Diesel",5.3,"4x4","Germany","https://carvago.com/car/50884573/mercedes-benz-c-300-d-t-4matic-avantgarde-180-kw","04/09/2022","50884573",180,245,1
"Audi","Q5","White",55999,23085,2021,"Automatic",1984,"Petrol",8.9,"4x4","Germany","https://carvago.com/car/51651880/audi-q5-45-tfsi-s-quattro-tronic-195-kw","04/09/2022","51651880",195,265,1
"Volkswagen","Golf","Black",21499,50000,2020,"Automatic",1968,"Diesel",4.4,"4x2","Germany","https://carvago.com/car/51636737/volkswagen-golf-2-0-tdi-scr-dsg-110-kw","04/09/2022","51636737",110,150,2
"Audi","A4","Red",15699,118850,2015,"Automatic",1968,"Diesel",5,"4x2","Sweden","https://carvago.com/car/50015382/audi-a4-avant-2-0-tdi-dpf-clean-diesel-multitronic-110-kw","05/09/2022","50015382",110,150,7
"BMW","X1","Silver",27349,74000,2015,"Automatic",1995,"Diesel",5,"4x4","Sweden","https://carvago.com/car/49397751/bmw-x1-171-kw","05/09/2022","49397751",171,232,7
"Volkswagen","Arteon","Black",32199,46480,2018,"Automatic",1968,"Diesel",5,"4x4","Sweden","https://carvago.com/car/48535259/volkswagen-arteon-140-kw","05/09/2022","48535259",140,190,4
"BMW","X1","White",19649,135640,2016,"Automatic",1995,"Diesel",4,"4x4","Sweden","https://carvago.com/car/49100575/bmw-x1-110-kw","05/09/2022","49100575",110,150,6
"Smart","ForTwo","Other interior color",4399,84430,2013,"Automatic",999,"Petrol",4,"4x2","France","https://carvago.com/car/51727399/smart-fortwo-coupe-53-kw","05/09/2022","51727399",53,72,9
"Skoda","Fabia","Blue",3649,135854,2009,"Manual",1198,"Petrol",5.9,"4x2","Germany","https://carvago.com/car/50925715/skoda-fabia-1-2-htp-cool-edition-44-kw","05/09/2022","50925715",44,60,13
"Mercedes-Benz","C 220","Grey",27349,73000,2017,"Manual",24900,"Diesel",4,"4x2","France","https://carvago.com/car/51622023/mercedes-benz-c-220-d-avantgarde-120-kw","05/09/2022","51622023",120,163,5
"Mercedes-Benz","ML 63 AMG","Silver",46999,80000,2015,"Automatic",5461,"Petrol",11.8,"4x4","Germany","https://carvago.com/car/51725791/mercedes-benz-ml-63-amg-4matic-7g-tronic-410-kw","05/09/2022","51725791",410,557,7
"BMW","M2","Black interior",41899,14700,2020,"Automatic",2998,"Petrol",10,"4x2","Belgium","https://carvago.com/car/51717911/bmw-m2-254-kw","05/09/2022","51717911",254,345,2
"Seat","Leon","Grey",21549,30000,2021,"Automatic",1968,"Diesel",3.8,"4x2","Italy","https://carvago.com/car/51720567/seat-leon-st-2-0-tdi-dpf-dsg-style-110-kw","05/09/2022","51720567",110,150,1
"BMW","430",NA,28349,140753,2017,"Automatic",2993,"Diesel",6,"4x4","France","https://carvago.com/car/51712591/bmw-430-193-kw","05/09/2022","51712591",193,262,5
"BMW","220","Silver",37349,13000,2021,"Automatic",1995,"Diesel",5,"4x4","Germany","https://carvago.com/car/51694990/bmw-220-140-kw","05/09/2022","51694990",140,190,1
"Alfa Romeo","Stelvio","Silver",41699,10541,2022,"Automatic",2143,"Diesel",5.2,"4x2","Italy","https://carvago.com/car/51723252/alfa-romeo-stelvio-2-2-16v-at8-118-kw","05/09/2022","51723252",118,160,0
"BMW","220","White",27299,44500,2020,"Automatic",1998,"Petrol",5.7,"4x2","Germany","https://carvago.com/car/51723498/bmw-220-advantage-141-kw","05/09/2022","51723498",141,192,2
"Peugeot","Expert","Grey",12049,108024,2016,"Manual",1997,"Diesel",7,"4x2","Netherlands","https://carvago.com/car/51130570/peugeot-expert-94-kw","05/09/2022","51130570",94,128,6
"Mitsubishi","Eclipse","White",21599,14300,2019,"Automatic",2268,"Diesel",7,"4x4","Germany","https://carvago.com/car/51715325/mitsubishi-eclipse-109-kw","05/09/2022","51715325",109,148,3
"MG","ZS","Blue",32349,262,2022,"Automatic",2497,"Electric",NA,NA,"Netherlands","https://carvago.com/car/51729375/mg-zs-130-kw","05/09/2022","51729375",130,177,0
"BMW","740","Black",51649,61540,2019,"Automatic",2998,"Petrol",6.6,"4x2","Germany","https://carvago.com/car/51646784/bmw-740-240-kw","05/09/2022","51646784",240,326,3
"Volvo","V90 Cross Country","Blue",41499,24930,2022,"Automatic",1969,"Diesel",5.5,"4x4","Sweden","https://carvago.com/car/51722714/volvo-v90-cross-country-146-kw","05/09/2022","51722714",146,199,0
"Alfa Romeo","Stelvio","Other interior color",42899,16000,2021,"Automatic",2143,"Diesel",6,"4x4","Spain","https://carvago.com/car/51715872/alfa-romeo-stelvio-2-2-16v-at8-q4-154-kw","05/09/2022","51715872",154,209,1
"BMW","X2","Black",31549,46312,2018,"Automatic",1995,"Diesel",4.7,"4x4","Germany","https://carvago.com/car/48803697/bmw-x2-140-kw","05/09/2022","48803697",140,190,4
"Volkswagen","Caddy","Black",25249,52266,2020,"Manual",1968,"Diesel",4.7,"4x2","Netherlands","https://carvago.com/car/51392804/volkswagen-caddy-136-kw","05/09/2022","51392804",136,185,2
"Citroen","C-Elysée","White",12299,39999,2020,"Manual",1499,"Diesel",4.5,"4x2","Spain","https://carvago.com/car/51720121/citroen-c-elysee-75-kw","05/09/2022","51720121",75,102,2
"Volkswagen","Tiguan Allspace","Grey",34199,28631,2021,"Automatic",1984,"Petrol",7,"4x2","Germany","https://carvago.com/car/51716771/volkswagen-tiguan-allspace-137-kw","05/09/2022","51716771",137,186,1
"Volvo","V60","Black",28449,60000,2020,"Automatic",1969,"Diesel",6,"4x2","Sweden","https://carvago.com/car/51728138/volvo-v60-momentum-146-kw","05/09/2022","51728138",146,199,2
"Opel","Crossland","Grey",25299,15426,2020,"Automatic",1199,"Petrol",5,"4x2","Germany","https://carvago.com/car/51727803/opel-crossland-1-2i-turbo-96-kw","05/09/2022","51727803",96,131,2
"Mercedes-Benz","A 250","Silver",33849,17043,2020,"Automatic",1991,"Petrol",5.9,"4x2","Germany","https://carvago.com/car/51722118/mercedes-benz-a-250-165-kw","05/09/2022","51722118",165,224,2
"BMW","330","White",39799,7580,2021,"Automatic",1998,"Petrol",6,"4x2","Germany","https://carvago.com/car/51722974/bmw-330-i-190-kw","05/09/2022","51722974",190,258,1
"BMW","540","Grey",35799,135300,2019,"Automatic",2993,"Diesel",5.9,"4x4","Germany","https://carvago.com/car/51728083/bmw-540-d-touring-xdrive-luxury-line-235-kw","05/09/2022","51728083",235,320,3
"BMW","730","Black",59449,21948,2019,"Automatic",2993,"Diesel",5.4,"4x2","Germany","https://carvago.com/car/50591324/bmw-730-d-195-kw","05/09/2022","50591324",195,265,3
"DS Automobiles","DS7 Crossback","Black",41799,26236,2021,"Automatic",1997,"Diesel",6.2,"4x2","Spain","https://carvago.com/car/49911414/ds-automobiles-ds7-crossback-bluehdi-180-so-chic-132-kw","05/09/2022","49911414",132,179,1
"Volvo","V90","Brown",31149,54560,2020,"Automatic",1969,"Diesel",5,"4x2","Sweden","https://carvago.com/car/49397123/volvo-v90-d4-momentum-140-kw","05/09/2022","49397123",140,190,2
"BMW","220","Grey",43599,9400,2022,"Automatic",1995,"Diesel",5.1,"4x4","Germany","https://carvago.com/car/51730361/bmw-220-d-coupe-xdrive-140-kw","05/09/2022","51730361",140,190,0
"Volkswagen","T-Roc","Grey",29899,10000,2021,"Automatic",1968,"Diesel",4.2,"4x2","Germany","https://carvago.com/car/51366678/volkswagen-t-roc-2-0-tdi-scr-dsg-style-110-kw","05/09/2022","51366678",110,150,1
"Mercedes-Benz","E 350","White",45799,58425,2019,"Automatic",2925,"Diesel",5.7,"4x2","Germany","https://carvago.com/car/50579716/mercedes-benz-e-350-d-t-avantgarde-210-kw","06/09/2022","50579716",210,286,3
"Volkswagen","Caddy","Black",23599,30879,2019,"Automatic",1395,"Petrol",5.5,"4x2","Germany","https://carvago.com/car/51733849/volkswagen-caddy-1-4-tsi-dsg-92-kw","06/09/2022","51733849",92,125,3
"BMW","740","Black",58349,82552,2019,"Automatic",2998,"Petrol",6,"4x2","Germany","https://carvago.com/car/49945942/bmw-740-240-kw","06/09/2022","49945942",240,326,3
"Cupra","Leon","Black",34199,13909,2020,"Automatic",1984,"Petrol",7.2,"4x4","Germany","https://carvago.com/car/50690401/cupra-leon-221-kw","06/09/2022","50690401",221,300,2
"BMW","218","Grey",26149,40000,2021,"Automatic",1499,"Petrol",5.2,"4x2","Germany","https://carvago.com/car/51649872/bmw-218-advantage-100-kw","06/09/2022","51649872",100,136,1
"Maserati","Ghibli","White",50999,14265,2018,"Automatic",2979,"Petrol",12,"4x4","Germany","https://carvago.com/car/51718491/maserati-ghibli-257-kw","06/09/2022","51718491",257,349,4
"Opel","Astra","Blue",3899,110000,2009,"Manual",1364,"Petrol",6,"4x2","Germany","https://carvago.com/car/50098203/opel-astra-1-4-66-kw","07/09/2022","50098203",66,90,13
"Kia","Sportage","Grey",47949,10000,2022,"Automatic",15985,"Petrol",6,"4x4","Germany","https://carvago.com/car/49345609/kia-sportage-awd-dct-132-kw","07/09/2022","49345609",132,179,0
"Alfa Romeo","Giulia","Blue",21099,10000,2021,"Automatic",2143,"Diesel",4.2,"4x2","Italy","https://carvago.com/car/51752534/alfa-romeo-giulia-100-kw","07/09/2022","51752534",100,136,1
"Mercedes-Benz","GLB 35 AMG","Blue",46349,29298,2021,"Automatic",2000,"Petrol",7,"4x4","Spain","https://carvago.com/car/51739272/mercedes-benz-glb-35-amg-4matic-225-kw","07/09/2022","51739272",225,306,1
"Volkswagen","Caddy","Brown",15799,97109,2017,"Manual",1968,"Diesel",5,"4x2","France","https://carvago.com/car/50485026/volkswagen-caddy-2-0-tdi-75-kw","07/09/2022","50485026",75,102,5
"Alfa Romeo","Giulia","Silver",27499,13600,2019,"Automatic",1995,"Petrol",7,"4x4","Poland","https://carvago.com/car/51742175/alfa-romeo-giulia-2-0-turbo-16v-veloce-ti-206-kw","07/09/2022","51742175",206,280,3
"Jeep","Grand Cherokee","Blue",43899,5000,2020,"Automatic",5654,"Petrol",8,"4x4","Germany","https://carvago.com/car/51431089/jeep-grand-cherokee-259-kw","07/09/2022","51431089",259,352,2
"Toyota","Yaris","Black",3799,145000,2009,"Manual",998,"Petrol",5,"4x2","Germany","https://carvago.com/car/51768941/toyota-yaris-1-0-cool-51-kw","07/09/2022","51768941",51,69,13
"Toyota","Aygo","White",10849,36500,2019,"Manual",998,"Petrol",4.1,"4x2","Germany","https://carvago.com/car/51742867/toyota-aygo-53-kw","07/09/2022","51742867",53,72,3
"Chevrolet","Spark","Green",3249,133000,2011,"Manual",995,"Petrol",5.1,"4x2","Germany","https://carvago.com/car/51069074/chevrolet-spark-1-0-ls-50-kw","07/09/2022","51069074",50,68,11
"Kia","cee'd / Ceed","Blue",3699,154000,2009,"Manual",1598,"Petrol",5,"4x2","Germany","https://carvago.com/car/51741813/kia-cee-d-ceed-1-6-sw-93-kw","07/09/2022","51741813",93,126,13
"Seat","Ateca","Grey",21049,30000,2021,"Manual",1968,"Diesel",4.4,"4x2","Italy","https://carvago.com/car/51776016/seat-ateca-2-0-tdi-110-kw","07/09/2022","51776016",110,150,1
"Seat","Tarraco","Grey",25399,30000,2021,"Automatic",1968,"Diesel",4.6,"4x2","Italy","https://carvago.com/car/51773981/seat-tarraco-2-0-tdi-scr-style-110-kw","07/09/2022","51773981",110,150,1
"Skoda","Yeti","Grey",6849,160000,2009,"Manual",1798,"Petrol",8,"4x4","Germany","https://carvago.com/car/51765966/skoda-yeti-1-8-tsi-118-kw","07/09/2022","51765966",118,160,13
"Hyundai","i20","Black",4499,162273,2013,"Manual",1248,"Petrol",4.9,"4x2","Germany","https://carvago.com/car/51192261/hyundai-i20-1-2-63-kw","07/09/2022","51192261",63,86,9
"Audi","Q5","Grey",48149,8976,2021,"Automatic",1984,"Petrol",2,"4x4","Germany","https://carvago.com/car/50671005/audi-q5-45-tfsi-s-quattro-tronic-195-kw","07/09/2022","50671005",195,265,1
"Land Rover","Range Rover Evoque","White",31249,25000,2020,"Automatic",1999,"Diesel",6,"4x4","Italy","https://carvago.com/car/51781323/land-rover-range-rover-evoque-2-0-td4-150-4wd-se-dyn-110-kw","07/09/2022","51781323",110,150,2
"Peugeot","208","Other interior color",12149,59735,2020,"Manual",1560,"Diesel",3.5,"4x2","France","https://carvago.com/car/51407560/peugeot-208-74-kw","07/09/2022","51407560",74,101,2
"Audi","A6","Beige",53199,41564,2018,"Automatic",2967,"Diesel",5.7,"4x4","Germany","https://carvago.com/car/48475518/audi-a6-avant-50-tdi-quattro-sport-210-kw","07/09/2022","48475518",210,286,4
"Skoda","Fabia","Blue",3599,156000,2009,"Manual",1390,"Petrol",6.5,"4x2","Germany","https://carvago.com/car/51483904/skoda-fabia-1-4-16v-63-kw","07/09/2022","51483904",63,86,13
"BMW","330","Grey",68099,0,2022,"Automatic",2993,"Diesel",5.3,"4x4","Germany","https://carvago.com/car/51253923/bmw-330-210-kw","07/09/2022","51253923",210,286,0
"Toyota","Aygo X","White",14199,3670,2022,"Manual",998,"Petrol",4,"4x2","Austria","https://carvago.com/car/50310651/toyota-aygo-x-1-0-53-kw","07/09/2022","50310651",53,72,0
"Toyota","Land Cruiser","Grey",47549,250,2022,"Manual",2755,"Diesel",7,"4x2","France","https://carvago.com/car/50915339/toyota-land-cruiser-150-kw","07/09/2022","50915339",150,204,0
"Volvo","V90","Blue",29549,27980,2020,"Automatic",1969,"Diesel",5,"4x2","Sweden","https://carvago.com/car/51776837/volvo-v90-d4-momentum-140-kw","07/09/2022","51776837",140,190,2
"Mercedes-Benz","C 300","Black",55899,14000,2022,"Automatic",1999,"Petrol",6.6,"4x2","Germany","https://carvago.com/car/49362475/mercedes-benz-c-300-190-kw","07/09/2022","49362475",190,258,0
"BMW","X2","White",32099,5499,2021,"Automatic",1995,"Diesel",4.4,"4x2","Germany","https://carvago.com/car/51488926/bmw-x2-110-kw","07/09/2022","51488926",110,150,1
"Volvo","V40","Blue",16399,112669,2015,"Automatic",1498,"Petrol",5.5,"4x2","Germany","https://carvago.com/car/51722753/volvo-v40-t3-momentum-112-kw","07/09/2022","51722753",112,152,7
"Jaguar","I-Pace","Other interior color",57949,7000,2021,"Automatic",NA,"Electric",NA,NA,"France","https://carvago.com/car/51750524/jaguar-i-pace-awd-se-294-kw","07/09/2022","51750524",294,400,1
"Peugeot","208","Yellow",18499,4800,2021,"Automatic",1199,"Petrol",4.3,"4x2","Spain","https://carvago.com/car/51705320/peugeot-208-100-eat8-active-75-kw","07/09/2022","51705320",75,102,1
"Dodge","Charger","Green",51549,56900,2020,"Automatic",6412,"Petrol",NA,NA,"Germany","https://carvago.com/car/51650192/dodge-charger-362-kw","07/09/2022","51650192",362,492,2
"Cadillac","XT4","Silver",39399,11,2022,"Automatic",1995,"Petrol",9.6,"4x4","Germany","https://carvago.com/car/51749975/cadillac-xt4-350t-awd-169-kw","07/09/2022","51749975",169,230,0
"Mercedes-Benz","GLC 300",NA,59499,16031,2021,"Automatic",1950,"Hybrid",7,"4x4","Italy","https://carvago.com/car/51514970/mercedes-benz-glc-300-143-kw","07/09/2022","51514970",143,194,1
"BMW","118","White",30749,5840,2022,"Automatic",1995,"Diesel",4,"4x2","Poland","https://carvago.com/car/51762200/bmw-118-110-kw","07/09/2022","51762200",110,150,0
"Hyundai","Santa Fe","Red",22999,12800,2018,"Automatic",2359,"Petrol",9.3,"4x4","Germany","https://carvago.com/car/51720386/hyundai-santa-fe-2-4-gdi-4wd-premium-136-kw","07/09/2022","51720386",136,185,4
"BMW","420",NA,33399,65313,2019,"Automatic",1995,"Diesel",4,"4x2","France","https://carvago.com/car/49474765/bmw-420-142-kw","07/09/2022","49474765",142,193,3
"Lexus","UX","Grey",33049,22139,2020,"Automatic",1987,"Other fuel type",4.1,"4x2","Spain","https://carvago.com/car/51274773/lexus-ux-135-kw","07/09/2022","51274773",135,184,2
"Volkswagen","Golf","Grey",31499,29300,2022,"Automatic",1968,"Diesel",3.8,"4x2","Germany","https://carvago.com/car/50980834/volkswagen-golf-2-0-tdi-scr-dsg-110-kw","07/09/2022","50980834",110,150,0
"Infiniti","Q30","Grey",25699,22400,2020,"Automatic",1991,"Petrol",7.4,"4x4","Germany","https://carvago.com/car/51775183/infiniti-q30-dct-awd-155-kw","07/09/2022","51775183",155,211,2
"BMW","320","Black",57799,0,2022,"Automatic",1995,"Diesel",4.5,"4x4","Germany","https://carvago.com/car/51319847/bmw-320-d-touring-xdrive-sport-line-140-kw","07/09/2022","51319847",140,190,0
"Audi","A6","Grey",53049,32183,2020,"Automatic",2995,"Petrol",7.2,"4x4","Germany","https://carvago.com/car/50876125/audi-a6-55-tfsi-s-quattro-tronic-design-250-kw","07/09/2022","50876125",250,340,2
"Citroen","C3",NA,9999,67847,2019,"Manual",1499,"Diesel",3,"4x2","France","https://carvago.com/car/51628953/citroen-c3-100-s-s-feel-75-kw","07/09/2022","51628953",75,102,3
"BMW","430 Gran Coupé","Blue",33099,79099,2019,"Automatic",2993,"Diesel",5.5,"4x2","Germany","https://carvago.com/car/50489551/bmw-430-gran-coupe-d-190-kw","07/09/2022","50489551",190,258,3
"Ford","Kuga","Grey",12149,168000,2015,"Manual",1997,"Diesel",5.3,"4x2","Germany","https://carvago.com/car/51366309/ford-kuga-2-0-2x4-titanium-103-kw","07/09/2022","51366309",103,140,7
"Audi","A6","Blue",35999,61480,2019,"Automatic",1968,"Diesel",4.6,"4x4","Germany","https://carvago.com/car/51675921/audi-a6-avant-40-tdi-quattro-s-tronic-sport-150-kw","07/09/2022","51675921",150,204,3
"Cupra","Leon","Red",36299,13525,2020,"Automatic",1984,"Petrol",7.1,"4x4","Germany","https://carvago.com/car/49470656/cupra-leon-221-kw","07/09/2022","49470656",221,300,2
"Lexus","UX","Grey",36499,5500,2022,"Automatic",1987,"Other fuel type",4.1,"4x2","Spain","https://carvago.com/car/51754810/lexus-ux-135-kw","07/09/2022","51754810",135,184,0
